Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Th mean,Nucleus: Th sum,Nucleus: Th std dev,Nucleus: Th max,Nucleus: Th min,Nucleus: Th range,Nucleus: Trpc6 mean,Nucleus: Trpc6 sum,Nucleus: Trpc6 std dev,Nucleus: Trpc6 max,Nucleus: Trpc6 min,Nucleus: Trpc6 range,Nucleus: Dapi mean,Nucleus: Dapi sum,Nucleus: Dapi std dev,Nucleus: Dapi max,Nucleus: Dapi min,Nucleus: Dapi range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: Th mean,Cell: Th std dev,Cell: Th max,Cell: Th min,Cell: Trpc6 mean,Cell: Trpc6 std dev,Cell: Trpc6 max,Cell: Trpc6 min,Cell: Dapi mean,Cell: Dapi std dev,Cell: Dapi max,Cell: Dapi min,Cytoplasm: Th mean,Cytoplasm: Th std dev,Cytoplasm: Th max,Cytoplasm: Th min,Cytoplasm: Trpc6 mean,Cytoplasm: Trpc6 std dev,Cytoplasm: Trpc6 max,Cytoplasm: Trpc6 min,Cytoplasm: Dapi mean,Cytoplasm: Dapi std dev,Cytoplasm: Dapi max,Cytoplasm: Dapi min,Nucleus/Cell area ratio
123_3.tif,a6db6b8e-b609-4187-9320-d525a84e2117,Cell,,,VTA,Polygon,1545.7,698.6,25.8906,19.0389,0.8976,6.6505,5.1353,0.6094,2.875,943,2.8563,22,1,21,3.3872,1111,9.1277,56,1,55,228.3994,74915,48.6441,255,44,211,129.3722,43.6503,0.8532,16.2688,10.4528,0.7422,3.4573,4.494,52,1,2.848,8.1953,77,1,73.8455,86.8703,255,0,3.6069,4.8153,52,1,2.7095,7.9361,77,1,34.148,34.0962,255,0,0.2013
123_3.tif,f71fe64e-fe94-407f-90e4-4befd788c235,Cell,,,VTA,Polygon,1749.9,703.55,64.7668,38.3949,0.5521,15.0063,7.0608,0.8845,2.5174,2024,2.2432,27,1,26,2.3918,1923,7.1154,87,1,86,207.0983,166507,54.2658,255,14,241,186.4767,58.3199,0.689,21.3126,13.9745,0.8039,2.6293,2.6064,36,1,2.6358,7.7938,99,1,94.551,96.2096,255,1,2.689,2.7796,36,1,2.7659,8.1316,99,1,34.5458,47.5875,255,1,0.3468
123_3.tif,96a978ea-a1ec-4b47-bba0-59a6115f1de7,Cell,,,VTA,Polygon,1866.9,700.46,46.5385,28.23,0.7338,8.9131,7.7064,0.497,2.3178,1342,1.6944,20,1,19,3.9361,2279,10.3162,71,1,70,186.1727,107794,57.9004,255,18,237,137.1152,49.4873,0.7036,18.5831,10.4737,0.8055,2.4739,1.9987,30,1,3.0604,8.4272,71,1,88.7754,85.8929,255,1,2.5542,2.1346,30,1,2.6101,7.2314,61,1,38.6927,45.381,255,1,0.3383
123_3.tif,be1ee81d-f325-4b7c-b4ab-16faf28fc1ea,Cell,,Th,VTA,Polygon,1567.9,697.04,21.1319,18.8762,0.7453,7.5142,3.941,0.8673,144.2624,37941,66.1761,255,14,241,5.6426,1484,13.3391,86,1,85,162.9316,42851,67.0868,255,4,251,90.5767,38.4178,0.7712,14.6201,9.6393,0.7724,112.7407,75.1586,255,2,4.0435,11.1552,114,1,78.3188,71.1193,255,2,103.1344,75.1378,255,2,3.5562,10.3588,114,1,52.533,48.818,255,2,0.2315
123_3.tif,ccf4fd6e-0192-4dcc-a503-a82319ba9e1a,Cell,,,VTA,Polygon,1638,700.63,39.0375,24.1889,0.8384,8.2408,6.4902,0.6128,4.3921,2117,9.8057,130,1,129,2.7054,1304,8.0802,67,1,66,197.6494,95267,62.3237,255,27,228,120.0161,48.8761,0.6313,17.8772,11.8399,0.8274,3.3165,6.1654,130,1,2.3777,6.954,83,1,91.6458,89.4646,255,1,2.8012,3.0665,54,1,2.2207,6.3424,83,1,40.8569,44.859,255,1,0.3211
123_3.tif,5a409880-7f5d-4642-9adf-07a6c55a54a8,Cell,,Trpc6: Th,VTA,Polygon,1574,699.63,14.76,14.9684,0.8278,5.5669,3.7579,0.6832,238.1615,45727,33.1987,255,80,175,55.2135,10601,53.4331,254,1,253,196.776,37781,59.72,255,45,210,30.004,21.9335,0.7837,8.4778,4.8423,0.818,213.9495,62.5186,255,10,32.8537,46.352,254,1,152.0798,70.1139,255,9,188.6848,74.8477,255,10,9.5217,18.7313,94,1,105.4402,45.477,237,9,0.499
123_3.tif,0b394a25-0c3c-4d7e-be5d-898dbca9ec54,Cell,,,VTA,Polygon,1632.2,698.87,14.3568,15.5756,0.7437,5.4459,4.3116,0.5809,4.6154,840,8.3173,73,1,72,7.3187,1332,16.098,97,1,96,239.5769,43603,35.2947,255,58,197,41.3765,28.3671,0.6462,12.383,5.1635,0.9127,4.6308,7.9746,73,1,7.5327,17.4486,116,1,121.5192,101.3982,255,2,4.6391,7.7964,57,1,7.6479,18.1564,116,1,57.9497,59.8747,255,2,0.3438
123_3.tif,55683b07-85e8-49f4-a311-58a94067d4dd,Cell,,,VTA,Polygon,1837.4,702.47,61.8632,31.5943,0.7788,10.7342,8.5919,0.5113,2.5383,1957,2.8191,39,1,38,3.2192,2482,9.8703,122,1,121,228.166,175916,44.7379,255,57,198,181.476,51.8353,0.8487,18.4348,13.9103,0.6562,2.7912,3.3538,53,1,3.254,9.2614,122,1,93.9836,104.4033,255,1,2.9226,3.5941,53,1,3.2721,8.9322,95,1,24.3172,36.2434,255,1,0.3408
123_3.tif,c22a71d1-8969-41cd-8636-5779793cafe3,Cell,,,VTA,Polygon,1884.6,700.1,20.2447,17.374,0.8428,6.1473,4.5649,0.6686,2.5409,653,2.1918,18,1,17,2.5136,646,6.7639,59,1,58,131.1907,33716,60.6487,255,2,253,66.1379,33.2687,0.7509,13.2565,7.1667,0.8647,2.5529,2.2635,22,1,2.8639,8.1592,75,1,60.2296,63.43,255,2,2.5583,2.2972,22,1,3.023,8.7203,75,1,28.0088,29.2636,201,2,0.3071
123_3.tif,32f10103-3911-4ba1-85d2-49294688fb95,Cell,,,VTA,Polygon,1767.2,701.81,57.669,36.168,0.554,13.2622,7.7378,0.8302,5.9417,4278,7.4065,50,1,49,10.9736,7901,26.3968,225,1,224,201.6764,145207,60.1756,255,4,251,189.9449,51.0405,0.9162,17.3189,14.8343,0.3823,5.6568,9.6798,122,1,6.2441,18.1044,225,1,89.3008,92.051,255,2,5.5317,10.5235,122,1,4.1677,12.3267,182,1,39.9652,51.2268,255,2,0.3035
123_3.tif,6d46f162-4802-436b-a44b-6fa248dc7a4a,Cell,,,VTA,Polygon,1825.5,703.62,72.8324,33.125,0.8341,12.4952,8.2598,0.7518,2.5799,2340,2.7273,53,1,52,4.1632,3776,12.1111,142,1,141,183.505,166439,64.1556,255,18,237,204.6243,59.2902,0.7315,22.6351,13.7101,0.8183,2.665,2.6315,53,1,3.5688,10.1306,142,1,83.4529,89.1703,255,2,2.7123,2.5763,32,1,3.238,8.8254,68,1,27.7798,37.6077,255,2,0.3551
123_3.tif,dd998b3c-9195-45fb-ac92-97808848ca91,Cell,,,VTA,Polygon,1911.1,701.97,11.0499,12.9261,0.8311,4.9867,3.1242,0.7468,2.1338,303,0.9319,7,1,6,1.6761,238,5.487,55,1,54,159.0916,22591,67.6345,255,17,238,96.7872,37.6486,0.8581,14.7373,8.7022,0.7962,2.5977,2.2911,20,1,2.2735,6.5784,65,1,47.6816,59.5342,255,2,2.6598,2.4091,20,1,2.3534,6.7092,65,1,32.771,39.0556,255,2,0.1121
123_3.tif,76478063-bde2-4ece-97b7-08a61b026eab,Cell,,,VTA,Polygon,1509.6,706.37,95.3354,49.6707,0.4856,13.6116,11.2282,0.2498,2.6672,3166,3.0743,50,1,49,4.1963,4981,12.3318,152,1,151,152.5425,181068,70.5592,255,4,251,378.7606,70.91,0.9466,23.2448,21.1959,0.3241,2.7238,3.1895,77,1,3.2841,9.9301,152,1,53.5238,71.2976,255,1,2.7429,3.2277,77,1,2.9755,8.9545,118,1,20.0285,26.0835,208,1,0.2527
123_3.tif,68a3b83e-d228-4ac9-8ec5-95c3d9005bcc,Cell,,,VTA,Polygon,1625.9,702.36,28.4716,20.4645,0.8543,6.6829,6.0377,0.2917,5.3739,1897,7.5916,80,1,79,2.1615,763,6.2645,50,1,49,164.1473,57944,71.0232,255,13,242,141.4706,46.1657,0.8341,16.0489,11.6951,0.7099,5.8059,9.6479,92,1,2.9209,8.4696,108,1,50.6858,70.2139,255,2,5.9145,10.0986,92,1,3.1118,8.9305,108,1,22.1588,29.1795,255,2,0.2009
123_3.tif,ed2407b5-d2ae-42f7-a29d-f4844627f8dd,Cell,,,VTA,Polygon,1736.5,705.62,99.2875,38.3761,0.8472,13.2893,10.627,0.5477,2.6052,3220,2.5593,36,1,35,2.1367,2641,6.4587,89,1,88,211.0526,260861,53.4052,255,31,224,226.4014,59.5911,0.8012,21.8759,15.5977,0.6613,2.6941,2.7046,36,1,2.6919,7.8955,89,1,106.2359,101.8807,255,1,2.7638,2.8122,31,1,3.1276,8.8391,78,1,23.9797,29.9151,222,1,0.44
123_3.tif,e047c4ae-ee38-408a-84dd-8a93002fa501,Cell,,,VTA,Polygon,1782.2,706.81,87.1891,37.869,0.764,12.2246,10.5258,0.5803,2.4505,2649,1.8493,22,1,21,7.3987,7998,24.1484,236,1,235,222.5957,240626,48.0453,255,39,216,241.4841,61.4365,0.804,21.5276,16.3225,0.683,2.8262,3.4113,67,1,6.0344,20.6469,236,1,97.0557,103.5389,255,1,3.0381,4.019,67,1,5.2646,18.3416,229,1,26.2265,39.4213,255,1,0.3596
123_3.tif,8f80f99f-f128-418c-9a89-9808c03d4392,Cell,,,VTA,Polygon,1856.4,704.28,47.7484,28.2111,0.7539,10.22,7.2029,0.7563,2.4446,1457,1.624,15,1,14,2.4379,1453,5.8707,71,1,70,213.4094,127192,49.106,255,59,196,171.7973,52.4817,0.7838,19.2932,13.764,0.6938,2.5772,1.752,17,1,3.6509,8.8001,112,1,81.1159,91.0834,255,1,2.6287,1.7971,17,1,4.1218,9.6628,112,1,29.7498,33.8251,226,1,0.2783
123_3.tif,30b55215-dff5-4463-ab88-465d60c3a3e4,Cell,,,VTA,Polygon,1884.7,706.43,28.6329,23.9142,0.6292,9.5952,4.8774,0.8833,2.5531,914,2.237,20,1,19,2.3799,852,6.302,55,1,54,134.6229,48195,65.3888,255,2,253,89.1249,41.4854,0.6508,16.3471,8.8489,0.8514,2.6486,2.5556,38,1,2.8387,8.5727,81,1,66.4423,66.3796,255,2,2.6941,2.6943,38,1,3.0572,9.4603,81,1,33.984,34.6881,202,2,0.3203
123_3.tif,faf95242-24e8-46bd-a2c1-0af4b262b365,Cell,,,VTA,Polygon,1565,709.69,79.5268,42.2124,0.5608,13.1694,9.7804,0.6999,3.5163,3460,4.7146,63,1,62,4.2622,4194,14.3657,241,1,240,172.2531,169497,65.1947,255,5,250,196.8813,59.4002,0.7012,22.8221,12.5275,0.8491,4.4147,7.7051,125,1,3.2796,10.8626,241,1,101.3107,83.3682,255,2,5.0206,9.1399,125,1,2.6169,7.5764,83,1,53.4647,55.5687,255,2,0.4002
123_3.tif,f64ec610-0452-4da1-82fd-49ccacb6b7e5,Cell,,,VTA,Polygon,1554.4,703.87,21.8578,17.8002,0.8669,5.8833,4.9676,0.4631,2.779,767,2.9167,22,1,21,2.3225,641,6.3967,64,1,63,113.2464,31256,53.8563,255,6,249,103.8849,39.7215,0.8274,14.6352,10.4239,0.6165,3.5023,4.1323,39,1,2.5767,7.1976,68,1,45.2225,49.8777,255,2,3.6992,4.386,39,1,2.646,7.402,68,1,26.7071,27.8263,166,2,0.2136
123_3.tif,33acd233-9254-43c0-b405-a2b6831001f2,Cell,,,VTA,Polygon,1722.2,711.2,83.3176,38.5107,0.706,14.4337,8.2599,0.8171,2.7269,2836,2.662,26,1,25,3.2808,3412,9.2626,89,1,88,225.3981,234414,47.877,255,22,233,210.7541,60.3234,0.7278,22.9031,13.0822,0.8263,2.9015,4.2515,117,1,3.2348,9.2771,92,1,108.7205,104.7718,255,1,3.0165,5.0288,117,1,3.2046,9.2894,92,1,31.8714,42.6699,255,1,0.3938
123_3.tif,31aac369-614d-42dd-92f7-5876cac03119,Cell,,Trpc6: Th,VTA,Polygon,1576.6,706.36,11.0499,14.1818,0.6904,5.0751,3.1231,0.7808,80.5435,11115,48.5704,242,6,236,14.1449,1952,29.2554,150,1,149,169.6015,23405,64.133,255,38,217,38.4729,27.0546,0.6605,11.3537,5.1356,0.9163,70.5634,49.4386,242,2,10.3015,23.2142,171,1,92.4761,76.0876,255,2,66.5481,49.2854,201,2,8.7551,20.1281,171,1,61.4461,55.7841,255,2,0.287
123_3.tif,d241a1a6-c4c9-4abe-b1b2-768b0efcde06,Cell,,,VTA,Polygon,1648.7,709.32,47.7484,28.0356,0.7634,10.0598,6.7137,0.7635,3.1162,1851,4.9129,59,1,58,3.0051,1785,8.5814,70,1,69,206.6582,122755,60.2836,255,15,240,194.0583,51.8228,0.908,18.2933,14.7665,0.5763,3.4024,4.6078,59,1,2.8115,7.9465,79,1,70.409,87.3762,255,1,3.4961,4.5009,59,1,2.7481,7.7288,79,1,25.7938,29.5558,214,1,0.2467
123_3.tif,a02d33a7-c115-447a-8d4f-12193d71d098,Cell,,Trpc6: Th,VTA,Polygon,1661.3,711.01,82.6724,37.6815,0.7317,13.5753,9.5364,0.7297,192.7372,199483,74.2501,255,20,235,26.8097,27748,53.4606,255,1,254,148.7353,153941,63.0335,255,9,246,253.6631,64.8962,0.7569,22.5349,17.3534,0.7401,142.6696,100.493,255,1,11.0095,33.5322,255,1,69.43,70.5051,255,1,118.1801,102.5613,255,1,3.2812,9.7705,130,1,30.6394,29.6299,197,1,0.3269
123_3.tif,834544d8-edf4-496c-90e7-1ce399197af9,Cell,,,VTA,Polygon,1711.5,709.81,52.1844,30.2033,0.7189,10.0888,7.3909,0.6322,2.5877,1682,2.5084,30,1,29,4.0385,2625,10.5616,82,1,81,228.2477,148361,41.7898,255,64,191,128.727,45.9473,0.7662,16.1561,12.5739,0.4792,2.7118,2.9586,52,1,3.2544,8.9689,82,1,110.3835,108.3177,255,2,2.797,3.2303,52,1,2.7156,7.6453,66,1,29.3985,49.8262,255,2,0.4022
123_3.tif,870592f8-32f3-403f-ad80-cdec8114789d,Cell,,,VTA,Polygon,1603.1,709.23,23.7935,18.5587,0.8681,6.3687,4.9339,0.618,3.9798,1182,4.0926,31,1,30,2.5892,769,6.0772,42,1,41,69.7306,20710,37.7265,215,2,213,165.2641,47.7749,0.9099,16.0904,13.1407,0.4015,3.3911,4.2472,87,1,2.4618,5.9548,68,1,22.1875,27.6845,215,2,3.2916,4.2659,87,1,2.4402,5.9353,68,1,14.1464,14.4522,110,2,0.1432
123_3.tif,fa3c3836-e2e7-41ff-8fee-93f55314566c,Cell,,,VTA,Polygon,1574.9,714.16,25.4873,20.714,0.7465,7.8046,4.314,0.8317,4.9531,1585,6.8614,60,1,59,3.0156,965,8.6486,63,1,62,150.2969,48095,60.123,255,9,246,106.0626,40.1192,0.8281,14.4024,10.3816,0.6535,9.0228,19.9869,169,1,3.0607,7.8568,70,1,59.8686,66.4417,255,2,10.329,22.4882,169,1,3.0752,7.5897,70,1,30.8445,34.7071,211,2,0.2412
123_3.tif,ef323b01-71a7-494e-8fc2-b39e2dc8e560,Cell,,,VTA,Polygon,1774.3,713.97,35.0854,24.0887,0.7598,7.8578,6.7577,0.3455,2.795,1241,2.869,27,1,26,6.4347,2857,15.1331,103,1,102,242.196,107535,32.1662,255,79,176,77.3491,35.6903,0.7631,13.3994,7.9571,0.8455,5.5478,8.685,69,1,6.6913,16.9925,197,1,146.7401,107.9112,255,1,7.9073,11.0032,69,1,6.9112,18.4495,197,1,64.9209,78.9067,255,1,0.4616
123_3.tif,3f64c1be-a5d0-45d5-9cb0-1eaef54ebd3d,Cell,,,VTA,Polygon,1554.6,712.94,19.2768,16.5358,0.8859,5.7419,4.5316,0.5507,3.5492,866,4.2738,39,1,38,2.1926,535,6.513,61,1,60,141.5779,34545,58.5665,255,10,245,96.3033,37.1948,0.8748,13.6794,9.372,0.6628,3.097,3.417,39,1,2.3436,6.676,61,1,45.3604,59.7245,255,2,2.9811,3.1526,25,1,2.3824,6.7199,55,1,20.6996,24.9334,189,2,0.2011
123_3.tif,f3950ba8-c5a6-47dc-807b-735e033bb985,Cell,,,VTA,Polygon,1616.2,710.49,37.6664,25.1101,0.7507,9.418,5.9409,0.7555,2.5736,1207,2.6861,32,1,31,1.9787,928,6.3222,65,1,64,224.1301,105117,49.8896,255,40,215,141.9546,46.4899,0.8254,16.973,11.6393,0.6629,2.8928,3.1113,32,1,2.5451,7.4153,70,1,74.3125,98.0763,255,1,3.0085,3.245,31,1,2.7504,7.7657,70,1,20.0124,33.3902,255,1,0.2618
123_3.tif,fca87f08-8948-4a3d-91ef-e2d2b1e32bf9,Cell,,,VTA,Polygon,1859,715.75,29.3588,21.5353,0.7955,8.0194,4.6093,0.7992,2.4607,908,2.5419,35,1,34,2.4824,916,5.9069,46,1,45,133.2656,49175,51.5449,248,9,239,164.8609,47.2512,0.9279,16.0137,13.3333,0.4633,2.374,1.923,38,1,2.2412,5.6698,88,1,38.2334,54.8784,248,2,2.355,1.7584,38,1,2.1882,5.6168,88,1,17.3478,25.8608,217,2,0.1784
123_3.tif,340184d2-a32e-45c3-8a21-4675d6daffbe,Cell,,,VTA,Polygon,1764.9,716.05,55.088,31.367,0.7036,11.5507,7.7197,0.7529,4.6517,3219,6.232,48,1,47,3.0332,2099,8.5727,62,1,61,213.7182,147893,58.7835,255,4,251,190.7514,55.7015,0.7726,20.7053,13.5656,0.7588,5.3505,11.9792,157,1,2.9713,8.5774,94,1,81.5144,96.9166,255,1,5.639,13.6558,157,1,2.9457,8.5818,94,1,26.929,40.5681,255,1,0.2902
123_3.tif,0f183818-ebd6-47f4-9303-e4cf736c47a6,Cell,,,VTA,Polygon,1633.6,714.54,50.7326,35.6039,0.5029,10.5673,8.3285,0.5344,4.5425,2889,8.0692,66,1,65,2.6808,1705,8.5691,127,1,126,209.3019,133116,63.6756,255,14,241,174.0556,49.9602,0.8763,16.7224,13.2619,0.5642,4.0831,6.9323,82,1,2.3755,7.2364,127,1,81.9058,96.3001,255,1,3.8921,6.3935,82,1,2.2485,6.6023,63,1,28.9143,43.3988,255,1,0.2915
123_3.tif,c94acc93-c771-4be9-a025-b4e6394d15db,Cell,,,VTA,Polygon,1820.5,715.89,59.1208,32.4949,0.7036,13.2115,6.7379,0.863,2.5831,1896,2.7022,39,1,38,3.4496,2532,10.4227,110,1,109,212.6989,156121,57.9382,255,29,226,197.2039,51.9739,0.9174,16.9945,15.5626,0.2799,2.616,2.4771,39,1,2.7757,8.4267,110,1,79.7908,96.2073,255,1,2.6301,2.3749,32,1,2.4872,7.3941,89,1,22.8746,31.2259,255,1,0.297
123_3.tif,694c56b8-e29c-4eb1-94fc-c217b0ddcd42,Cell,,,VTA,Polygon,1882.1,718.6,123.4037,44.5365,0.7818,14.942,11.8838,0.6525,2.4036,3704,2.2417,44,1,43,2.499,3851,7.3386,75,1,74,229.4309,353553,44.6572,255,3,252,309.6384,68.6656,0.8253,23.9669,18.5144,0.6218,2.5267,2.388,44,1,2.502,7.5093,81,1,106.1148,107.6528,255,1,2.6091,2.4782,32,1,2.5039,7.6231,81,1,23.493,31.6068,255,1,0.3993
123_3.tif,cef956eb-c7a2-45d9-8c1a-ad25b91a0c18,Cell,,,VTA,Polygon,1478.2,716.45,38.7149,26.3115,0.7027,8.4165,6.6291,0.4546,2.8302,1367,3.5317,37,1,36,2.3375,1129,6.216,48,1,47,176.0766,85045,63.8673,255,19,236,233.4991,55.7027,0.9457,18.3913,16.5581,0.1562,2.7086,2.7798,37,1,3.1433,9.1387,98,1,55.2441,71.1519,255,1,2.6842,2.6035,36,1,3.3046,9.6106,98,1,31.0576,41.8602,255,1,0.1667
123_3.tif,41a4bf1b-a73b-420e-9c62-0ff5134591be,Cell,,,VTA,Polygon,1620.5,717.65,46.1352,25.6568,0.8807,8.6559,7.2532,0.4209,2.3362,1341,1.9825,22,1,21,1.8711,1074,5.2292,53,1,52,218.0714,125173,55.9985,255,20,235,82.8337,40.7606,0.6265,15.0451,8.7876,0.8084,2.3266,1.7991,22,1,2.0698,5.8929,55,1,139.3421,106.1572,255,1,2.3144,1.5406,15,1,2.3188,6.6292,55,1,40.6725,62.8481,255,1,0.5553
123_3.tif,6abd7f18-2e3c-47d5-af8d-c45fb4d9060e,Cell,,,VTA,Polygon,1736.7,719.5,57.4271,31.3905,0.7324,12.0168,7.1335,0.8133,2.6248,1882,2.6521,40,1,39,3.0153,2162,8.5259,78,1,77,158.378,113557,62.623,255,21,234,217.2873,56.6282,0.8515,20.143,14.9899,0.6226,2.7723,3.1175,59,1,2.9547,8.5588,109,1,59.8976,71.8932,255,2,2.8257,3.2688,59,1,2.9328,8.5727,109,1,24.2178,28.8686,210,2,0.2662
123_3.tif,255c663d-b2b3-4072-8424-9ca4ae8ec424,Cell,,Trpc6,VTA,Polygon,1804.5,717.34,46.0546,28.7405,0.7006,9.851,7.4113,0.582,2.4049,1378,1.9288,29,1,28,11.7906,6756,25.4003,162,1,161,204.288,117057,63.0649,255,13,242,182.1212,51.3403,0.8683,18.3501,13.4189,0.6583,2.6236,2.4548,32,1,6.2835,16.9838,162,1,78.3786,89.9771,255,1,2.6979,2.6057,32,1,4.4141,12.4045,137,1,35.638,47.7987,255,1,0.2519
123_3.tif,6c99c1d4-edf8-4c39-83d8-7a9222d370ef,Cell,,,VTA,Polygon,1672.2,719.24,30.1653,23.5218,0.6851,9.4901,4.8247,0.8714,3.9814,1501,6.2762,48,0,48,3.0504,1150,9.197,70,1,69,143.435,54075,58.7949,255,21,234,111.5472,45.0472,0.6908,17.3203,9.1815,0.8378,50.6174,91.4889,255,0,2.714,8.2773,118,1,64.402,64.9336,255,2,68.0079,101.8102,255,0,2.5885,7.9082,118,1,34.9308,36.0885,237,2,0.2681
123_3.tif,e526e903-9906-421f-a872-562026ed14a1,Cell,,,VTA,Polygon,1680.6,717.76,9.7594,11.602,0.9111,3.9,3.1585,0.5012,3.7698,475,5.2217,31,1,30,3.8175,481,10.0967,65,1,64,147.5159,18587,61.9328,255,30,225,45.9739,26.2926,0.8357,9.1825,7.1149,0.6634,2.77,3.7486,35,1,2.1986,6.0891,65,1,52.385,64.5781,255,2,2.4888,3.1665,35,1,1.7433,4.2515,45,1,25.6295,31.6988,169,2,0.2163
123_3.tif,8bac80bd-0757-41bb-8e42-a3f368fe7c49,Cell,,,VTA,Polygon,1640.4,723.06,45.1674,27.4991,0.7506,10.8704,5.4682,0.8806,6.8245,3849,10.6626,70,1,69,2.2926,1293,6.4561,64,1,63,206.5018,116467,58.2635,255,8,247,166.6353,50.4718,0.822,18.4419,11.1191,0.8068,4.3697,6.823,70,1,2.5046,7.2556,70,1,76.2721,90.3982,255,1,3.4498,4.2832,63,1,2.5841,7.5339,70,1,27.4684,34.9605,255,1,0.2694
123_3.tif,a0a137fd-5f30-4b62-865a-f89ca1ad04b1,Cell,,,VTA,Polygon,1528.4,721.63,58.7982,29.4641,0.8511,10.0105,8.0888,0.4985,2.4517,1802,2.0007,22,1,21,2.151,1581,6.3746,67,1,66,239.0857,175728,37.62,255,55,200,214.7869,54.4432,0.9106,18.2499,15.5236,0.5275,2.545,2.9012,48,1,2.2228,6.7291,115,1,82.6587,105.0365,255,0,2.5805,3.1773,48,1,2.2501,6.8606,115,1,23.1176,42.7825,255,0,0.2746
123_3.tif,4a42960f-46b4-472b-b1ab-7b2e41550ac0,Cell,,,VTA,Polygon,1789.8,722.91,67.5091,31.3797,0.8615,11.7122,8.0127,0.7134,2.5024,2107,2.2038,34,1,33,2.8017,2359,8.2135,76,1,75,201.5059,169668,57.1378,255,19,236,225.5948,55.9497,0.9056,19.3622,15.6151,0.5015,2.7283,2.779,46,1,2.9614,8.3979,108,1,79.4402,91.3016,255,1,2.8254,2.9877,46,1,3.0301,8.4771,108,1,26.975,36.8371,255,1,0.2999
123_3.tif,6dd59dc2-66a8-48c3-acf5-13287f711e95,Cell,,,VTA,Polygon,1598.2,724.85,100.9813,39.4666,0.8147,12.6444,11.2878,0.4407,3.3315,4191,5.7592,89,1,88,2.2448,2824,4.8499,41,1,40,191.7711,241248,50.6561,255,44,211,349.2405,68.1543,0.9448,22.545,20.448,0.3669,3.6825,5.1041,89,1,2.6883,6.2573,103,1,69.2212,84.9235,255,1,3.8262,4.8039,69,1,2.8698,6.7417,103,1,19.0527,21.155,220,1,0.2887
123_3.tif,3a7d9539-d743-49f3-99ea-16b9069ec157,Cell,,,VTA,Polygon,1750,722.15,16.3732,15.5942,0.8461,5.7926,3.813,0.7358,2.6303,555,2.2416,15,1,14,4.9194,1038,12.4678,87,1,86,68.7393,14504,54.666,255,2,253,137.6798,43.8509,0.8998,15.1465,12.2621,0.4493,2.6489,2.3958,35,1,3.4985,9.323,87,1,23.8151,31.6777,255,2,2.6515,2.4174,35,1,3.2984,8.7772,71,1,17.4873,20.0294,135,2,0.1218
123_3.tif,79f01365-0298-43fa-b272-158c3ddcc653,Cell,,,VTA,Polygon,1627,725.95,27.3424,23.1274,0.6424,8.8411,4.0178,0.9044,2.8042,945,2.9916,33,1,32,2.6231,884,7.201,52,1,51,207.2878,69856,62.5525,255,2,253,107.9984,41.2435,0.7978,15.13,9.5862,0.7838,3.6614,4.0806,40,1,2.5667,7.3831,64,1,70.7755,91.157,255,1,3.9492,4.3494,40,1,2.5478,7.4466,64,1,24.9542,37.7845,255,1,0.2488
123_3.tif,864616ff-95fe-4155-bb7e-429e5befa11f,Cell,,,VTA,Polygon,1614.1,725.36,36.0532,24.1236,0.7785,8.5245,5.8237,0.7633,2.9089,1309,3.2351,36,1,35,2.2467,1011,6.5623,66,1,65,166.1622,74773,61.7277,255,9,246,138.0024,46.139,0.8146,17.0159,11.1629,0.7213,2.8897,3.1263,40,1,2.8581,8.5126,118,1,61.4606,75.1028,255,1,2.8828,3.0878,40,1,3.076,9.0995,118,1,24.156,31.5332,226,1,0.2621
123_3.tif,0786d2a2-bf4e-4d7a-9580-7c9af28bdf18,Cell,,Trpc6,VTA,Polygon,1698.8,725.72,135.5021,51.1058,0.652,17.2425,11.74,0.7951,6.6127,11149,13.556,112,1,111,18.8493,31780,44.7529,255,1,254,205.5854,346617,62.0467,255,2,253,385.939,77.4025,0.8095,27.1817,18.327,0.7905,4.0938,8.5606,112,1,9.2399,30.0332,255,0,87.1523,98.2838,255,1,2.7239,2.812,34,1,4.0135,15.0391,255,0,22.74,32.2568,255,1,0.3508
123_3.tif,f8ebe834-6b9d-498f-8509-11f0bf9f6479,Cell,,,VTA,Polygon,1809.2,728.19,66.5412,33.5199,0.7442,11.0922,9.3923,0.4281,2.401,1976,2.3542,45,1,44,2.8335,2332,8.1694,66,1,65,228.8809,188369,45.7324,255,20,235,167.9258,52.3833,0.769,17.7623,14.7817,0.5991,2.6127,2.6548,45,1,3.0206,8.2693,66,1,114.0575,105.782,255,1,2.7506,2.826,35,1,3.1425,8.3346,56,1,39.2359,54.0751,255,1,0.3938
